artist_name,track_name,release_date,genre,lyrics
Lil Wayne,D.O.A.,2009,rap,"La-da-da-da Hey, hey, hey Goodbye   Ugh, Fiji water, grandaddy purp Excuse me, I let the semi-automatic burp Blood gang, motherfucker, call me ""Red Alert"" Young Carter kill in order, who get it first? Stuff that girl with dick 'til her head burst Young Weezle, flow needles, I could thread shirts Boy, you ain’t did shit, I done said worse Flip your fitted cap back like Fred Durst Ugh, Fiji water, OG kush Yeah, I drink verses and eat hooks Got the stove on my waist, and we cooks I'm in the way, you can’t pass, like Aaron Brooks President, ride the car slow I let my driver drive, I'm on Par 4 Spit hanging from my mouth, retard flow"
JAY-Z,Brooklyns Finest,1996,rap,"*gunshots* OKAY, I'M RELOADED!!! You motherfuckers, think you big time? Fuckin' with Jay-Z, you gon' die, big time! Here come the ""Pain""! *gunshots* Jigga... (Jigga), Bigga... (Bigga) Nigga, how you figure... (how you figure)   Yeah, yeah, yeah Ayo, peep the style and the way the cops sweat us (uh-huh) The number one question is can the Feds get us (uh-huh) I got vendettas in dice games against ass bettors (uh-huh) And niggas who pump wheels and drive Jettas Take that with ya   Hit ya, back split ya (uh) Fuck fist fights and lame scuffles (uh) Pillow case to your face, make the shell muffle (woo) Shoot your daughter in the calf muscle (mhm)"
Dr. Dre,Still D.R.E.,1999,rap,"Yeah, nigga, we're still fuckin' wit' you Still waters run deep Still Snoop Dogg and D.R.E. '99, nigga, guess who's back Still, still doin' that shit, huh, Dre? Oh for sho' Yeah Check me out   It's still Dre Day nigga, AK nigga Though I've grown a lot, can't keep it home a lot 'Cause when I frequent the spots that I'm known to rock You hear the bass from the truck when I'm on the block Ladies they pay homage, but haters say Dre fell off How? Nigga, my last album was The Chronic (Nigga) They wanna know if he still got it They say rap's changed, they wanna know how I feel about it (If you ain't up on thangs) Dr. Dre is the name, I'm ahead of my game"
The Gregory Brothers,Bed Intruder Song,2010,rap,"He's climbin' in your windows He's snatchin' your people up Tryna rape 'em so y'all need to Hide your kids, hide your wife Hide your kids, hide your wife Hide your kids, hide your wife And hide your husband 'Cause they're raping everybody out here You don't have to come and confess We're lookin' for you We gon' find you, we gon' find you So you can run and tell that, run and tell that Run and tell that, homeboy Home, home, homeboy   We got your T-shirt You done left fingerprints and all You are so dumb You are really dumb, for real"
JAY-Z,Hard Knock Life Ghetto Anthem,1998,rap,"Take the bass line out Uh-huh, Jigga Uh-huh, uh-huh, uh-huh, yeah Let it bump though   It's the hard knock life for us It's the hard knock life for us Instead of treated, we get tricked Instead of kisses, we get kicked It's the hard knock life!   From standin' on the corners, boppin' To drivin' some of the hottest cars New York has ever seen From droppin' some of the hottest verses rap has ever heard From the dope spot, with the smoke Glock Fleein' the murder scene, you know me well From nightmares of a lonely cell, my only hell But since when y'all niggas know me to fail? Fuck naw"
JAY-Z & T.I.,Swagga Like Us,2008,rap,"No one on the corner has swagger like us Swagger like us, swagger-swagger like us No one on the corner has swagger like us Swagger like us, swagger-swagger like us No one on the corner has swagger like us Swagger like us, swagger-swagger like us No one on the corner has swagger like us Swagger like us, swagger-swagger like us   No one on the corner has swagger like us Swagger like us, swagger-swagger like us No one on the corner has swagger like us Swagger like us, swagger-swagger like us No one on the corner has swagger like us Swagger like us, swagger-swagger like us No one on the corner has swagger like us Swagger like us, swagger-swagger like us  "
DJ Khaled,We Takin Over,2007,rap,"Oh oh oh! (DJ Khaled!) Ay, ay, ay, ay, ay, ay Konvict Music (We The Best!) Ay, ay, Grand Hustle Yeah (We takin' over) Ay, ay, ay Oww! (Listen!)   Started in Atlanta then I spread out with it South Carolina, Alabama, Mississippi On to North Carolina, Philadelphia and Virginia From down in Miami where it warm in the winter On up to Minnesota where it storm in the winter Jacksonville, Tallahassee, Memphis, Tenn; holla at me Be in H-Town, Southside, Cloverland, daddy I'm the man out in Dallas, better ask Khaled Kept me out in Cali with my eyes open barely Blowin' and spinnin', goin' down Bennett Drop 6-4, three-wheel, then switch it"
Lil Wayne,Dr. Carter,2008,rap,"Where's my coffee? Good morning, Dr. Carter (Hey sweetie) Looks like it's gonna be a long day Ahh, another one huh? What we got Your first patient (Yeah) Is suffering from a lack of concepts (Uh-huh) Originality (Ugghh) His flow is weak (Another one) And he has no style (Ughhh) What you got for him? (Tssss, okay)   Let me put my gloves on, and my scrubs on Dr. Carter to the rescue Excuse me if I'm late, but like a thief it takes Time to be this great, uhh, so just wait Your style is a disgrace, your rhymes are fifth place And I'm just grace, one, uno, ace And I'm trying make your heart beat like bass Hmm-mm, but you're sweet like cake"
Wu-Tang Clan,Protect Ya Neck,1992,rap,"Caller: ""So whassup, man?"" DJ: ""Coolin', man."" C: ""Chillin' chilin'? Yo, you know I had to call, you know why right?"" DJ: ""Why?"" C: ""Because, yo, I never ever call and ask you to play somethin', right?"" DJ: ""Yeah."" C: ""You know what I wanna hear, right?"" DJ: ""Whatchu wanna hear?"" C: ""I wanna hear that Wu-Tang joint."" DJ: ""Wu-Tang again?"" C: ""Ah, yeah, again and again.""   Wu-Tang Clan coming at ya (Watch your step, kid, watch your step, kid) Protect ya neck, kid! (Watch your step, kid, watch your step, kid) To set it off (Watch your step, kid, watch your step, kid) The Inspectah Deck!"
Big Pun,Boomerang,1998,rap,"Niggas is flossing a lot, time to start extorting the block Just a portion of the prod' off the top for my Porsche and my yacht Something for the cops to keep 'em blind, so we can grind With peace of mind, turn the key and shine without being dimed Time to expand, New York to Chicago, Colorado You know my motto: Clock G's and rock keys like Drago Pablo Escobar and Dom Pérignon We're buying out the bar and Don Juan And every woman's Chandonin' Long donging 'em down like Sean Michaels does 'em I'm like a psycho fucking, sucking the butt like liposuction Up and down with the tongue twister C'mon on, sister, Big Pun's Mr. ""Cock and Squeeze"" like a gun tester Crushing sister's backs with the demon snap, hit you from the back Close your eyes relax, let me feed the cat Living fat, true mack, niggas was catching feelings Dealing with a smaller deck, just wasn't as mass appealing I started feeling funny, niggas coming short with money I called my son, he told me chill, he'd be over in twenty Punny, what's the deal? Niggas wanna kill me"
Lil Wayne,Georgia... Bush / Weezyz Ambitionz,2006,rap,"This song right here is dedicated to the president of the United States of America Y'all might know him as George Bush But where I'm from, lost city of New Orleans...we call him this:  Georgia (That's right) Georgia (Bush)   Now, this song is dedicated to the one with the suit Thick white skin and his eyes bright blue So called beef with you-know-who Fuck it, he just let em kill all of our troops Look at the bullshit we been through Had our niggas sitting on top their roofs Hurricane Katrina, we should've called it Hurricane (Georgia) Bush Then they telling y'all lies on the news The white people smiling like everything cool But I know people that died in that pool I know people that died in them schools Now what is the survivor to do? Got to no trailer, you gotta move"
JAY-Z,Venus vs. Mars,2009,rap,"If Hov's a Blackberry Bold, then shorty is a Sidekick She used to have a man; I used to have a side-chick Shorty got wind; I had to blow the chick off She got rid of him; they both took the shit hard Shorty played the piano; me, I played with white keys Shorty from the South—oh, I think she like me Shorty like Pac; me, Big Poppa She screaming, ""Hit 'em up!"" I'm screaming ""Who shot ya?"" I'm on that red wine; shorty like white Same shit, different toilet; we both getting nice Me, I'm from the Apple, which means I'm a Mac She's a PC: She lives in my lap   Shorty get it in, but daddy go hard Shorty get it in, da-da-daddy go hard Shorty get it in, but daddy go hard Shorty get it in, da-da-daddy go hard Shorty get it in, but daddy go hard Shorty get it in, da-da-daddy go hard"
Sean Price,Onion Head,2005,rap,"Yeah! (P!) You fuckin' onion head bastards! (Motherfucker!) Sean P! (P!) Let's go! (Motherfucker! Huh?!) Stupid motherfuckers! Let's rhyme nigga! (Brownsville!) Teach y'all niggas how to rhyme! Yeah, Felonious Munk! (P!) Let's go! Yo, ayo!   Bitch harm me, the Swiss army knife in my hand Know this shit corny, but it can end the life of ya' fam Niggas know Sean nice with the hands Watch me punch up your face, dig in your pockets, leave you right where you stand Got a... dime bitch that live in Japan Black belt, suck dick, chop bricks with her hand Arigato, Sean Price slick like El Gato Three piece suit in the booth, ain't shit cute"
The Notorious B.I.G.,Big Poppa,1995,rap,"Uh, uh, check it out (Yeah), uh Junior M.A.F.I.A., uh (He-he) Uh (I like this) yeah, yeah Nine-fo' (Keep bangin')   To all the ladies in the place with style and grace Allow me to lace these lyrical douches in your bushes (Uh) Who rock grooves and make moves with all the mamis? The back of the club, sippin' Moët is where you'll find me (What?) The back of the club, mackin' hoes, my crew's behind me (Uh) Mad question askin', blunt passin' Music blastin', but I just can't quit Because one of these honeys Biggie got to creep with (That's right) Sleep with, keep the ep a secret, why not? (Uh) Why blow up my spot 'cause we both got hot? Now check it: I got more mack than Craig, and in the bed Believe me, sweetie, I got enough to feed the needy (Come on) No need to be greedy, I got mad friends with Benzes C-notes by the layers, true fuckin' players (Uh)"
Cam'ron,Bubble Music,2004,rap,"Killa, uhh, uhh Mommy all on me 'cause I'm touching her belly I'm on butter Pirellis Whip purple and yellow, hello That's butter and jelly I flip butter on cellies All right in front of the deli Holly, Lilly, to Kelly all spent ones on the telly (And what else) and I got hella gear My earring is nice, the price: Three town homes in Delaware Uh, tomato Porsche looking like tomato sauce Hip hop hooray, I got to get that yayo off That's blocks to the ave, cops come blocking the ave I put the Glock in the stash, slabs and tops in the trash Still stop and I laugh; ma, get them rocks in your ass The rest? Twat in ya bag, dag, hop in a cab Play you, for what? You gonna play yourself Ain't nobody gon' pay you like you pay yourself And my way to the wealth was SK, AK, mayday, payday"
Cam'ron,We Make Change,2006,rap,"Killa, yo I'm official nice, y'all niggas Fisher Price Fuck trout, you 'bout? Let's fish for ice This a wrist of light, get it right, a vicious price ($50,000) Plus my kicks are Nikes, this what the bitches like Like your bitchin' wife and sister might get tonight Mister right, kiss her right, make sure that her lips get wiped She don't suck nothing, buzzen, but she lick it nice She a hummer - nah, plumber - she could ""twist the pipes"" When I was 15, bang-bang, I called my moms' Cell, she snorting long....that don't even correspond All the Ganj all is gone, just came from Autobahn Came back with the foreign Palm (I'll holla!)Shit, before I go berserk, jerk, when I sold it hurt Urf told me go to school: nah, bitch, go to work! (Get a job!) And gave the coldest smirk Right after she stole my work (Where you going with my shit?!) And the nerve to hold her purse (I'll holla!)   We make change yay, we slang yay"
Big L,Ebonics,1998,rap,"Yo, pay attention And listen real closely how I break this slang shit down Check it   My weed smoke is my lye, a key of coke is a pie When I'm lifted I'm high, with new clothes on I'm fly Cars is whips and sneakers is kicks Money is chips, movies is flicks Also, cribs is homes, jacks is pay phones Cocaine is nose candy, cigarettes is bones Ugh, a radio is a box, a razor blade is a ox Fat diamonds is rocks and jakes is cops And if you got robbed, you got stuck If you got shot, you got bucked And if you got double-crossed, you got fucked Your bankroll is your poke, a choke hold is a yoke A kite is a note, a con is an okey-doke And if you got punched that mean you got snuffed To clean is to buff, a bull scare is a strong bluff"
JAY-Z,Dead Presidents II,1996,rap,"Presidents to represent me (Get money!) I'm out for presidents to represent me (Get money!) I'm out for presidents to represent me (Get money!) I'm out for dead fuckin' presidents to represent me (Whose-)   Rock on, Roc-A-Fella y'all The saga continues (What the fuck?)   Ahh, who wanna bet us that we don't touch lettuce? Stack cheddars forever, live treacherous, all the et ceteras To the death of us, me and my confidants, we shine You feel the ambiance, y'all niggas just rhyme By the ounce, dough accumulates like snow We don't just shine, we illuminate the whole show, you feel me? Factions from the other side would love to kill me Spill three quarts of my blood into the street, let alone the heat Fuck 'em, they hate a nigga lovin' his life In all possible ways, know the Feds is buggin' my life"
Cam'ron,Living A Lie,2006,rap,"Them niggas actors They deserve Oscars We pull choppers To war with the coppers Dogg: Them niggas livin' a lie! Dipset stay fly!   Killa! Let's get the riot on, acting like I'm lying, huh? 5 years probation, possession of a firearm (that's New York) Did the county, bologna like it was ""Ground Round"" (that's Texas) Zeek ran an ecstasy ring, he on the countdown (North Carolina) Seran down the V, coke in the whip...he bought the Chaper (Chicago) Victoria secrets? Nah it was secret indictments Jim indicted but Kelina from P.C could fight it (uptown Rucker) Up in the peach, yeah the weed at least he could light it (then what?) Then Zeek shot, then E killed, then B popped, then me rocked Yeah, but we shooting back, I'm pulling out the four fifth If I ain't get 'em yet, believe their name is on the short list"
Project Pat,Smoke and Get High,2002,rap,"We gon drink, we gon ride We gon smoke and get high Smoke and get high, smoke and get high   Hypnotize camp got a answer for you hoes Inhale the weed blow the smoke out your nose Crack open bottles of that liquor, pour it in Gonna take a swallow of that vodka and gin Hoes making cheese off of tricks who'll spend Up all they money, ho you gotta check em in Game recognize, eyes lit like a match Blaze up this fire, paranoid like on crack Riding with my dogs, dodging laws when we roll Through the Dixie Homes me and Toby on a stroll See a short skirt and we looking for a ho One that'll suck dick, one that'll go Coward ass niggas get wrong and we blast Never knowing who always wear a mask Talking that smack, then reach in the stash"
Eminem,Role Model,1999,rap,"Okay, I'm going to attempt to drown myself You can try this at home You can be just like me Mic check, one-two, we recordin'?   I'm cancerous, so when I diss, you wouldn't wanna answer this If you responded back with a battle rap you wrote for Canibus I'll strangle you to death, then I'll choke you again And break your fuckin' legs 'til your bones poke through your skin You beef with me, I'ma even the score equally Take you on Jerry Springer and beat your ass legally I get too blunted off of funny home grown 'Cause when I smoke out, I hit the trees harder than Sonny Bono (Oh no) So if I said I never did drugs That would mean I lie and get fucked more than the President does Hilary Clinton tried to slap me and call me a pervert I ripped her fuckin' tonsils out and fed her sherbet (Bitch) My nerves hurt, and lately I'm on edge Grabbed Vanilla Ice and ripped out (C'mere) his blond dreads (Fuck you)"
JAY-Z,Where Im From,1997,rap,"Uh huh, ge-ge ge-ge-geah Ye-ye-yeah, ye-ye-yeah, (Brooklyn) How real is, this? How real is, this? (Brooklyn) Uh-huh huh  (Brooklyn) Respect this here, check!   I'm from where the hammers rung, news cameras never come You and your mans hung in every verse in your rhyme Where the grams was slung, niggas vanish every summer When the blue vans would come, we throw the work in the can and run Where the plans was to get funds and skate off the set To achieve this goal quicker, sold all my weight wet Faced with immeasurable odds, still I gave straight bets So I felt I'm owed something and you nothing, check I'm from the other side where the other guys don't walk too much And girls from the projects wouldn't fuck us, said we talked too much So they ran up to Tompkins and sought them dudes to trust I don't know what the fuck they thought, those niggas is foul just like us"
Clipse,Chinese New Year,2006,rap,"I'm at your door, your eyes are like, ""Why are you here?"" Judgin' by my steel, I got somethin' to do here Give up the money or the angel cries two tears Front of your crib sounding like Chinese New Year Brrat, brrat, brrat, brrat Brrat, brrat, ca-ca-ca-ca Brrat, brrat, brrat, brrat Brrat, brrat, ca-ca-ca-ca   Mask on face, Glock in hand I was in and out of homes like the Orkin Man Never listen to my parents like an orphan, man Strong finger on the trigger like it's in dwarf's hands Confiscate goodies like Repo Man Sam Make nigga kick that can Fall victim to the Klick Klack Klan My vixen eat your face like she Ms. Pac-Man My wish her command, ugh ADTs ain't stop me"
Snoop Dogg,Aint No Fun If the Homies Cant Have None,1993,rap,"You're back now at the jack-off hour This is DJ EZ Dicc On WBALLZ Right now, something new by Snoop Doggy Dogg And this one goes out to the ladies from all the guys A big bow-wow-wow 'Cause we gonna make it a little misty here tonight This is DJ EZ Dicc On the station that slaps you across your fat ass with a fat dick   When I met you last night, baby Before you opened up your gap I had respect for you, lady But now, I take it all back 'Cause you gave me all your pussy And you even licked my balls Leave your number on the cabinet And I promise, baby, I'll give you a call Next time I'm feelin' kinda horny"
